Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE69905,"5-hydroxymethylcytosine poises expression of genes involved in hematopoietic differentiation","Methylation profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",14,,"BED;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69905/suppl",27252783,SRP059530,"Xavier Tekpli","Jun 02, 2016"
GSE69991,"No identical 'mesenchymal stem cells' at different times and sites: Human committed progenitors of distinct origin and differentiation potential are incorporated as adventitial cells in microvessels","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69991/suppl",27304917,,"Enrico Tagliafico","Jun 02, 2016"
GSE70557,"Transcriptome analysis of dendritic cells activated by VLPs or ncRNAVLPs","Expression profiling by array","Mus musculus",11,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70557/suppl",,,"Djamel NEHAR-BELAID","Jun 02, 2016"
GSE71676,"A Co-repressor CBFA2T2 regulates pluripotency and germline development","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",18,,"BW;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71676/suppl",27281218,,"Danny Reinberg","Jun 02, 2016"
GSE74716,"SMARCA4 regulates gene expression and higher-order chromatin structure in proliferating mammary epithelial cells","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens",12,,"BED;BEDGRAPH;CSV;TSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74716/suppl",27435934,SRP065836,"John Rinn","Jun 02, 2016"
GSE76393,"Profiling of 2'-O-Me in human rRNA reveals a subset of fractionally modified positions and provides evidence for ribosome heterogeneity","Methylation profiling by high throughput sequencing","Homo sapiens",3,,"XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76393/suppl",27257078,SRP067890,"Ulf Birkedal","Jun 02, 2016"
GSE76917,"Identification of genes associated with pistil development by transcriptome analysis of a female sterility mutant (fsm) in Chinese cabbage (Brassica campestris ssp. pekinensis)","Expression profiling by high throughput sequencing","Brassica rapa subsp. pekinensis",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76917/suppl",28443127,SRP068509,"Shengnan Huang","Jun 02, 2016"
GSE78111,"CELF RNA binding proteins promote axon regeneration in C. elegans and mouse through regulation of syntaxin","Other","Caenorhabditis elegans;Mus musculus",2,,"BEDGRAPH","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78111/suppl",27253061,SRP070569,"Xiang-Dong Fu","Jun 02, 2016"
GSE78800,"Dissection of a super-enhancer in vivo (ATAC-seq)","Other","Mus musculus",19,,"WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78800/suppl",27376235,SRP071035,"Jim Hughes","Jun 02, 2016"
GSE78803,"Dissection of a super-enhancer in vivo (Capture-C)","Other","Mus musculus",15,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78803/suppl",27376235,SRP071068,"Jim Hughes","Jun 02, 2016"
GSE78804,"Dissection of a super-enhancer in vivo (ChIP-seq)","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",2,,"WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78804/suppl",27376235,SRP071073,"Jim Hughes","Jun 02, 2016"
GSE78835,"Genetic dissection of the α-globin super-enhancer","Other;Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Mus musculus",36,,"WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78835/suppl",27376235,,"Jim Hughes","Jun 02, 2016"
GSE80298,"Study of RepID/PHIP in DNA Replication inhitiation in Mammalian Cells","Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens",4,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80298/suppl",27272143,SRP073323,"Christophe E Redon","Jun 02, 2016"
GSE81298,"Identification of Kdm4a, b and c target genes in MLL-AF9 transformed mouse GMPs (L-GMP) [gene expression]","Expression profiling by array","Mus musculus",11,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81298/suppl",27257215,,"Karl Agger","Jun 02, 2016"
GSE81299,"Identification of Kdm4a and c target genes in MLL-AF9 transformed mouse GMPs (L-GMP) [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",12,,"BW;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81299/suppl",27257215,SRP074794,"Karl Agger","Jun 02, 2016"
GSE81300,"Identification of Kdm4a, b and c target genes in MLL-AF9 transformed mouse GMPs (L-GMP)","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",23,,"BW;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81300/suppl",27257215,,"Karl Agger","Jun 02, 2016"
GSE82096,"Genome-wide analysis of fatty acid synthase (FASN) gene silenced normal liver cells (THLE 2) using cDNA microarray analysis","Expression profiling by array","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82096/suppl",,,"madavan vasudevan","Jun 02, 2016"
GSE82101,"Expression data from human iPSC-NPC","Expression profiling by array","Homo sapiens",1,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82101/suppl",,,"Hsei-Wei Wang","Jun 02, 2016"
GSE82103,"Human serum-derived protein removes the need for coating in defined human pluripotent stem cell culture","Genome variation profiling by SNP array;SNP genotyping by SNP array","Homo sapiens",14,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82103/suppl",27405751,,"Sara Pijuan-Galitó","Jun 02, 2016"
GSE82105,"Molecular profiling of immune activation associated with regression of melanoma metastases induced by diphencyprone","Expression profiling by array","Homo sapiens",31,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82105/suppl",,,"Mayte Suarez-Farinas","Jun 02, 2016"
GSE82107,"Synovial biopsies of osteoarthritis patients","Expression profiling by array","Homo sapiens",17,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82107/suppl",27870898,,"Marieke de Vries","Jun 02, 2016"
GSE82109,"Bone marrow-derived macrophage responses to classical activation: wild-type vs. MLL1-deficient (Lys2Cre MLL1 fx/fx)","Expression profiling by array","Mus musculus",24,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82109/suppl",,,"William Franklin Carson","Jun 02, 2016"
GSE82112,"Characterization of aldehyde dehydrogenase 1 high ovarian cancer cells: Towards targeted stem cell therapy [FNAR-C1]","Expression profiling by array","Rattus norvegicus",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82112/suppl",27017984,,"Richard J Jones","Jun 02, 2016"
GSE82132,"caArray_merco-00121: In silico dissection of cell-type-associated patterns of gene expression in prostate cancer","Expression profiling by array","Homo sapiens",88,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82132/suppl",14722351,,"Mervi Heiskanen","Jun 02, 2016"
GSE82140,"Sebaceous gland atrophy in psoriasis: An explanation for psoriatic alopecia?","Expression profiling by array","Homo sapiens",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82140/suppl",27312025,,"William R Swindell","Jun 02, 2016"
GSE82146,"Polysomal and total RNA in controls and after 10 min global brain ischemia and 8 hours of reperfusion","Expression profiling by array","Rattus norvegicus",27,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82146/suppl",27381823,,"Donald James DeGracia","Jun 02, 2016"
GSE22543,"Macrophage heterogeneity in human carotid artery atherosclerotic plaques: identification of novel markers for M1 and M2 that are independent of the activation status","Expression profiling by array","Homo sapiens",2,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22543/suppl",,,"Guido Hooiveld","Jun 01, 2016"
GSE39669,"Prenatal PPARa-dependent gene expression in fetal mouse liver just before birth (E19.5)","Expression profiling by array","Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39669/suppl",27367842,,"Gianpaolo Rando","Jun 01, 2016"
GSE39670,"Postnatal PPARa-dependent gene expression in two-days old mouse liver","Expression profiling by array","Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39670/suppl",27367842,,"Gianpaolo Rando","Jun 01, 2016"
GSE44912,"Effect of maternal treatment on gene expression differences in Bacillus thuringiensis infected pooled larvae","Expression profiling by array","Tribolium castaneum",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44912/suppl",,,"Ann Thomas Tate","Jun 01, 2016"
GSE46535,"Transcriptional impact of removing H2A.Z","Expression profiling by high throughput sequencing","Saccharomyces cerevisiae",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46535/suppl",,SRP021938,"Yulia Mostovoy","Jun 01, 2016"
GSE47828,"PML regulates NF-κB transcriptional activity","Expression profiling by array","Mus musculus",12,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47828/suppl",,,"Ruaidhri Carmody","Jun 01, 2016"
GSE48352,"DPYS as a potential diagnostic biomarker in hereditary and sporadic PRCC2","Expression profiling by array","Homo sapiens",32,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48352/suppl",,,"Weng Khong Lim","Jun 01, 2016"
GSE48999,"Periostin cooperates with mutant p53 to mediate invasion","Expression profiling by array","Homo sapiens",9,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48999/suppl",,,"Sangbae Kim","Jun 01, 2016"
GSE51649,"The Fragile X Mental Retardation Protein (FMRP) controls diacylglycerol kinase in neurons","Other","Mus musculus",20,,"CEL;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51649/suppl",27233938,,"Herve M Moine","Jun 01, 2016"
GSE53187,"Transcriptome and translatome profiling of CPX 24h effects in neuroblastoma cells CHP134","Expression profiling by array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53187/suppl",,,"Toma Tebaldi","Jun 01, 2016"
GSE56814,"Gene expression study of blood monocytes in pre- and postmenopausal females with low or high bone mineral density (HuEx-1_0-st-v2)","Expression profiling by array","Homo sapiens",73,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56814/suppl",,,"Yao-Zhong Liu","Jun 01, 2016"
GSE56815,"Gene expression study of blood monocytes in pre- and postmenopausal females with low or high bone mineral density (HG-U133A)","Expression profiling by array","Homo sapiens",80,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56815/suppl",,,"Yao-Zhong Liu","Jun 01, 2016"
GSE56816,"Gene expression study of blood monocytes in pre- and postmenopausal females with low or high bone mineral density","Expression profiling by array","Homo sapiens",153,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56816/suppl",,,"Yao-Zhong Liu","Jun 01, 2016"
GSE58156,"Protective role of Apolipoprotein E in experimental acute renal allogaft rejection","Expression profiling by array","Rattus norvegicus",4,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58156/suppl",,,"Jochen Wilhelm","Jun 01, 2016"
GSE58219,"Transcriptional profiling of arabidopsis plants","Expression profiling by array","Arabidopsis thaliana",12,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58219/suppl",,,"Stéphanie Pateyron","Jun 01, 2016"
GSE58243,"Growth arrest of human thyroid cancer cells 8505C after inhibition of TTF-1 transcriptional activity","Non-coding RNA profiling by array","Homo sapiens",3,,"GPR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58243/suppl",,,"Christiane Christophe-Hobertus","Jun 01, 2016"
GSE58421,"Increased Protein Processing Gene Signature in HDACi-resistant cells predicts response to proteasome inhibitors.","Expression profiling by array","Homo sapiens",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58421/suppl",27185211,,"Koren Mann","Jun 01, 2016"
GSE58802,"Prep1 and Meis1 competition for Pbx1 binding regulates protein stability and tumorigenesis [hP]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",6,,"BED;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58802/suppl",24578510,SRP043551,"Leila Dardaei","Jun 01, 2016"
GSE59491,"Maternal Whole Blood Gene Expression at 18 and 28 weeks of Gestation Associated with Spontaneous Preterm Birth in Asymptomatic Women","Expression profiling by array","Homo sapiens",326,,"CEL;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59491/suppl",27333071,,"Jan Heng","Jun 01, 2016"
GSE61595,"Choline transporter-like1 is required for plasmodesmal targeting of Potato leafroll virus movement protein MP17 and long-distance assimilate transport","Expression profiling by array","Arabidopsis thaliana",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61595/suppl",,,"Uwe Sonnewald","Jun 01, 2016"
GSE62498,"microRNA Expression Profiling of MIF-high and MIF-low Pancreatic Ductal Adenocarcinoma using Nanostring nCounter Platform","Non-coding RNA profiling by array","Homo sapiens",69,,"RCC;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62498/suppl",27197190,,"Perwez S Hussain","Jun 01, 2016"
GSE63203,"A restricted period for formation of Outer Subventricular Zone defined by Cdh1 and Trnp1 levels","Expression profiling by array","Mustela putorius furo",11,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63203/suppl",27264089,,"Victor Borrell","Jun 01, 2016"
GSE63236,"Possible Genetic Basis for Failure of a Robotic-Assisted Laparoscopic Sacrocolpopexy","SNP genotyping by SNP array","Homo sapiens",50,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63236/suppl",26944198,,"Deanne M Taylor","Jun 01, 2016"
GSE64244,"DNA Methylation Profiling of Uniparental Disomy Subjects Provides a Map of Parental Epigenetic Bias in the Human Genome.","Methylation profiling by genome tiling array","Homo sapiens",66,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64244/suppl",27569549,,"Ricky Shantilal Joshi","Jun 01, 2016"
GSE64340,"Genome-wide maps of m6dA bases in drosophila ovary genomic DNA","Methylation profiling by high throughput sequencing","Drosophila melanogaster",3,,"WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64340/suppl",,SRP051332,"liu di","Jun 01, 2016"
GSE64389,"RNA-directed DNA Methylation is associated with gene expression via chromosomal Interactions","Expression profiling by high throughput sequencing;Other","Arabidopsis thaliana",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64389/suppl",28475589,SRP051392,"M Jordan Rowley","Jun 01, 2016"
GSE65558,"Sublethal concentrations of antibiotics cause shift to anaerobic metabolism in Listeria monocytogenes and induce phenotypes linked to antibiotic tolerance","Expression profiling by high throughput sequencing","Listeria monocytogenes",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65558/suppl",,SRP053102,"Gitte M. Knudsen","Jun 01, 2016"
GSE65720,"Clonal relationship of relapsing diffuse large B-cell lymphoma","Genome variation profiling by genome tiling array","Homo sapiens",62,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65720/suppl",,,"Darius Juskevicius","Jun 01, 2016"
GSE66533,"Expression Profiling of human Fusion-Positive and Fusion-Negative Rhabdomyosarcoma","Expression profiling by array","Homo sapiens",58,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66533/suppl",26226845,,"Frederic Barr","Jun 01, 2016"
GSE66903,"Genome wide association study on neuropathy in multiple myeloma","Genome variation profiling by SNP array;SNP genotyping by SNP array","Homo sapiens",116,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66903/suppl",27060151,,"Mark van Duin","Jun 01, 2016"
GSE67665,"Transcriptome profiling times series of zebrafish heart regeneration","Expression profiling by array","Danio rerio",21,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67665/suppl",27241320,,"Francisco Azuaje","Jun 01, 2016"
GSE67806,"Expression data from  mouse breast cancer tissue: Serglycin heterozygous and knock-out conditions","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67806/suppl",,,"Ananya Roy","Jun 01, 2016"
GSE67894,"Tissue-Specific Transcriptomics and Proteomics of a Filarial Nematode and its Wolbachia Endosymbiont","Expression profiling by high throughput sequencing","Dirofilaria immitis",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67894/suppl",26559510,SRP057178,"Barton Slatko","Jun 01, 2016"
GSE67921,"Transcriptomic response to Nod Factor treatments on Medicago","Expression profiling by high throughput sequencing","Medicago truncatula",6,,"FASTA;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67921/suppl",27375649,SRP057198,"Véronique BRUNAUD","Jun 01, 2016"
GSE68089,"ENOLASE treated PBMC vs Control relative to time","Expression profiling by array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68089/suppl",27025255,,"Celine Derambure","Jun 01, 2016"
