Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE93397,"809094 Biomarker Identification in Fracture Healing (experiment #3808 miRNA)","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93397/suppl",,,"Annamarie D Horan","Jan 11, 2017"
GSE93398,"809094 Biomarker Identification in Fracture Healing (experiment #3808a mRNA)","Expression profiling by array","Homo sapiens",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93398/suppl",,,"Annamarie D Horan","Jan 11, 2017"
GSE65930,"Removable insulator facilitates higher-order chromatin remodeling and selective gene expression in the HOXA locus via the retinoic acid signaling [ChIP-chip]","Genome binding/occupancy profiling by genome tiling array","Homo sapiens",4,,"BAR;CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65930/suppl",27798106,,"Ko Ishihara","Jan 10, 2017"
GSE73854,"Developmental programming in Idiopathic pulmonary fibrosis (IPF)","Expression profiling by array","Homo sapiens",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73854/suppl",27869174,,"Victor John Thannickal","Jan 10, 2017"
GSE74101,"Intestinal FXR controls transintestinal cholesterol excretion in mice","Expression profiling by array","Mus musculus",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74101/suppl",28065787,,"vincent bloks","Jan 10, 2017"
GSE76778,"Global transcriptome changes after nitrogen replenishment following or not a rapamycin treatment in S288c yeast strain","Expression profiling by array","Saccharomyces cerevisiae S288C",8,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76778/suppl",,,"Bruno Blondin","Jan 10, 2017"
GSE79199,"Normalisation Against Circadian and Age-related Disturbances Enables Robust Detection of Gene Expression Changes in Liver of Aged Mice","Expression profiling by high throughput sequencing","Mus musculus",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79199/suppl",28068403,SRP071746,"Sara S Fonseca Costa","Jan 10, 2017"
GSE80492,"The role of miR-17-92 in the miRegulatory landscape of Ewing Sarcoma (RNA-Seq)","Expression profiling by high throughput sequencing","Homo sapiens",10,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80492/suppl",28030800,SRP073621,"Maximilian Kauer","Jan 10, 2017"
GSE80493,"The role of miR-17-92 in the miRegulatory landscape of Ewing Sarcoma (PARCLIP-Seq)","Other","Homo sapiens",3,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80493/suppl",28030800,SRP073620,"Maximilian Kauer","Jan 10, 2017"
GSE80494,"The role of miR-17-92 in the miRegulatory landscape of Ewing Sarcoma","Expression profiling by high throughput sequencing;Other","Homo sapiens",13,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80494/suppl",28030800,,"Maximilian Kauer","Jan 10, 2017"
GSE80685,"Germline BRCA2 mutations drive prostate cancers with distinct evolutionary trajectories","Methylation profiling by genome tiling array","Homo sapiens",172,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80685/suppl",28067867,,"Yu-Jia Shiah","Jan 10, 2017"
GSE80705,"Removable insulator facilitates higher-order chromatin remodeling and selective gene expression in the HOXA locus via the retinoic acid signaling [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80705/suppl",27798106,SRP074043,"Ko Ishihara","Jan 10, 2017"
GSE80706,"Removable insulator facilitates higher-order chromatin remodeling and selective gene expression in the HOXA locus via the retinoic acid signaling","Genome binding/occupancy profiling by genome tiling array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",10,,"BAR;BW;CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80706/suppl",27798106,,"Ko Ishihara","Jan 10, 2017"
GSE81166,"Arabidopsis thaliana treatments to trigger somatic embryo formation under RNAseq","Expression profiling by high throughput sequencing","Arabidopsis thaliana",35,,"TSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81166/suppl",28095419,SRP074436,"Lars Hennig","Jan 10, 2017"
GSE81524,"RNA immunoprecipiation identifies novel targets of DAZL in human fetal ovary","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81524/suppl",,SRP075277,"Roseanne Rosario","Jan 10, 2017"
GSE83271,"Analysis of gene expression signatures between bone marrow derived dendritic cells generated from Wild type or DCIR(Clec4a2) knockout mice infected or not with Mycobacterium tuberculosis","Expression profiling by array","Mus musculus",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83271/suppl",28069953,,"Thien-Phong Vu Manh","Jan 10, 2017"
GSE83741,"DNA methylation on type-specific human skeletal muscle fibers","Methylation profiling by high throughput sequencing","Homo sapiens",2,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83741/suppl",28057818,SRP077259,"Scott Trappe","Jan 10, 2017"
GSE83917,"Genomic hallmarks of localized, non-indolent prostate cancer","Methylation profiling by array","Homo sapiens",160,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83917/suppl",28068672,,"Yu-Jia Shiah","Jan 10, 2017"
GSE84042,"Genomic hallmarks of localized, non-indolent prostate cancer","Expression profiling by array","Homo sapiens",73,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84042/suppl",28068672,,"Yu-Jia Shiah","Jan 10, 2017"
GSE84043,"Genomic hallmarks of localized, non-indolent prostate cancer","Expression profiling by array;Methylation profiling by array","Homo sapiens",233,,"CEL;IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84043/suppl",28068672,,"Yu-Jia Shiah","Jan 10, 2017"
GSE84650,"Colon tumor samples from mice with Braf V600E, Cdx2-/-, or both, as well as control colon, and tumors from Apc-/- mice.","Expression profiling by array","Mus musculus",15,,"CEL;TXT;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84650/suppl",28072391,,"Rork Kuick","Jan 10, 2017"
GSE85084,"Sexually dimorphic induction of microglial-associated neuroinflammation with hippocampal aging","Expression profiling by array","Mus musculus",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85084/suppl",28732515,,"Penn State COM","Jan 10, 2017"
GSE85109,"Transcriptome profile of yeast adapted to the toxic effect of manganese","Expression profiling by high throughput sequencing","Saccharomyces cerevisiae",4,,"TSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85109/suppl",28128390,SRP080816,"Ivan V Kulakovskiy","Jan 10, 2017"
GSE85343,"Glucocorticoid receptor regulates the ANGPTL4 gene in a CTCF-mediated chromatin context in human hepatic cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85343/suppl",28056052,SRP081122,"Ko Ishihara","Jan 10, 2017"
GSE86398,"The chromatin associated Pf1 protein maintains nucleolar integrity: gene expression from Pf1 +/+ and Pf1-/- mouse embryonic fibroblasts.","Expression profiling by array","Mus musculus",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86398/suppl",,,"Gregory David","Jan 10, 2017"
GSE87714,"EZH2 inhibition in multiple myeloma downregulates myeloma associated oncogenes and upregulates microRNAs with potential tumor suppressor functions [mRNA expression]","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87714/suppl",28052011,,"Prasoon Agarwal","Jan 10, 2017"
GSE87715,"EZH2 inhibition in multiple myeloma downregulates myeloma associated oncogenes and upregulates microRNAs with potential tumor suppressor functions [miRNA expression]","Non-coding RNA profiling by array","Homo sapiens",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87715/suppl",28052011,,"Prasoon Agarwal","Jan 10, 2017"
GSE87716,"EZH2 inhibition in multiple myeloma downregulates myeloma associated oncogenes and upregulates microRNAs with potential tumor suppressor functions","Expression profiling by array;Non-coding RNA profiling by array","Homo sapiens",14,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87716/suppl",28052011,,"Prasoon Agarwal","Jan 10, 2017"
GSE87786,"Maedi-visna virus (MVV) preferrentially integrates into genes and generates 6-bp duplications","Other","Ovis aries",2,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87786/suppl",28059770,SRP091348,"Peter P Cherepanov","Jan 10, 2017"
GSE89404,"Rapid Recall Ability of Memory T cells is Encoded in their Epigenome","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",36,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89404/suppl",28054639,SRP092452,"Artem Barski","Jan 10, 2017"
GSE90606,"The Pseudomonas syringae type III effector HopBB1 fine tunes pathogen virulence by degrading host transcriptional repressors","Expression profiling by high throughput sequencing","Arabidopsis thaliana",83,,,,28132837,,"Paulo Teixeira","Jan 10, 2017"
GSE90888,"Mouse iPSC: shNT versus shCtip","Genome variation profiling by array","Mus musculus",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90888/suppl",28065643,,"Daniel Gomez-Cabello","Jan 10, 2017"
GSE91190,"ChIP-seq from A549 (ENCSR005CRY)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91190/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91191,"ChIP-seq from A549 (ENCSR013KHB)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91191/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91192,"ChIP-seq from A549 (ENCSR013RTF)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91192/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91193,"ChIP-seq from A549 (ENCSR016PSC)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91193/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91194,"ChIP-seq from A549 (ENCSR032SCO)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91194/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91195,"ChIP-seq from A549 (ENCSR037DAC)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91195/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91196,"ChIP-seq from A549 (ENCSR047EVQ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91196/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91197,"ChIP-seq from A549 (ENCSR067XTW)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91197/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91198,"polyA mRNA RNA-seq from A549 (ENCSR070IYV)","Expression profiling by high throughput sequencing","Homo sapiens",4,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91198/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91199,"DNase-seq from A549 (ENCSR077EYC)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91199/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91200,"ChIP-seq from A549 (ENCSR078POK)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91200/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91201,"ChIP-seq from A549 (ENCSR102XUM)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91201/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91202,"ChIP-seq from A549 (ENCSR103UVU)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91202/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91203,"ChIP-seq from A549 (ENCSR109KEL)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91203/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91204,"ChIP-seq from A549 (ENCSR111ZXV)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91204/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91205,"ChIP-seq from A549 (ENCSR124VXG)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91205/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91206,"ChIP-seq from A549 (ENCSR124YCC)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91206/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91207,"DNase-seq from A549 (ENCSR128IVG)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91207/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91208,"DNase-seq from A549 (ENCSR136DNA)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91208/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91209,"ChIP-seq from A549 (ENCSR139DGM)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91209/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91210,"ChIP-seq from A549 (ENCSR145YCX)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91210/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91211,"ChIP-seq from A549 (ENCSR147APP)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91211/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91212,"polyA mRNA RNA-seq from A549 (ENCSR154TDP)","Expression profiling by high throughput sequencing","Homo sapiens",4,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91212/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91213,"ChIP-seq from A549 (ENCSR171ZJG)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91213/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91214,"ChIP-seq from A549 (ENCSR180YHA)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91214/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91215,"ChIP-seq from A549 (ENCSR182OZC)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91215/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91216,"ChIP-seq from A549 (ENCSR186IQL)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91216/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91217,"ChIP-seq from A549 (ENCSR190VMK)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91217/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91218,"ChIP-seq from A549 (ENCSR203XPU)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91218/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91219,"ChIP-seq from A549 (ENCSR215DID)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91219/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91220,"ChIP-seq from A549 (ENCSR215UXN)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91220/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91221,"ChIP-seq from A549 (ENCSR216GEB)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91221/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91222,"polyA mRNA RNA-seq from A549 (ENCSR224PTG)","Expression profiling by high throughput sequencing","Homo sapiens",4,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91222/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91223,"ChIP-seq from A549 (ENCSR225AOO)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91223/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91224,"ChIP-seq from A549 (ENCSR242EWU)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91224/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91225,"ChIP-seq from A549 (ENCSR242TBH)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91225/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91226,"ChIP-seq from A549 (ENCSR250EHC)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91226/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91227,"ChIP-seq from A549 (ENCSR252FZA)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91227/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91228,"ChIP-seq from A549 (ENCSR255CTA)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91228/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91229,"polyA mRNA RNA-seq from A549 (ENCSR255VBV)","Expression profiling by high throughput sequencing","Homo sapiens",3,,"BIGWIG;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91229/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91230,"ChIP-seq from A549 (ENCSR260WCE)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91230/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91231,"ChIP-seq from A549 (ENCSR269IUA)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91231/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91232,"ChIP-seq from A549 (ENCSR274VPI)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91232/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91233,"ChIP-seq from A549 (ENCSR274WRI)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91233/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91234,"ChIP-seq from A549 (ENCSR285FZP)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91234/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91235,"ChIP-seq from A549 (ENCSR287FWE)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91235/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91236,"ChIP-seq from A549 (ENCSR288EPV)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91236/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
GSE91237,"DNase-seq from A549 (ENCSR294XUZ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"BED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91237/suppl",22955616,,"ENCODE DCC","Jan 10, 2017"
