Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE41985,"Transcriptome analysis in mouse late spermatocyte deficient in pachytene piRNAs (Miwi+/- and -/-)","Expression profiling by high throughput sequencing","Mus musculus",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41985/suppl",25480952,SRP016955,"Toshiaki Watanabe","Nov 20, 2014"
GSE42004,"Spermatogenesis","Expression profiling by high throughput sequencing;Non-coding RNA profiling by high throughput sequencing;Other","Mus musculus",44,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42004/suppl",25480952,,"Toshiaki Watanabe","Nov 20, 2014"
GSE43735,"Transcriptome analysis in mouse late spermatocyte deficient in pachytene piRNAs (Mov10l1 fl/+ and Mov10l1 s fl/-)","Expression profiling by high throughput sequencing","Mus musculus",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43735/suppl",25480952,SRP018131,"Toshiaki Watanabe","Nov 20, 2014"
GSE46504,"Genome-Wide Landscapes of DNA Methylomes in Bovine Muscle Tissue","Methylation profiling by high throughput sequencing","Bos taurus",2,,"WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46504/suppl",25306978,SRP021910,"Yongzhen Huang","Nov 20, 2014"
GSE49417,"The conserved organization of the human and mouse transcriptomes","Expression profiling by high throughput sequencing","Homo sapiens;Mus musculus",64,,"BAM;BEDRNAELEMENTS;BIGWIG;GFF;GTF;PDF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49417/suppl",25409824,,"ENCODE DCC","Nov 20, 2014"
GSE50499,"FMRP-associated MOV10 facilitates and antagonizes miRNA-mediated regulation","Expression profiling by high throughput sequencing","Homo sapiens",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50499/suppl",25464849,SRP029367,"Stephanie Ceman","Nov 20, 2014"
GSE50557,"Genome-wide analysis of leafbladeless1-regulated and phased small RNAs provides new insights into the tas3 pathway in maize-","Non-coding RNA profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Zea mays",10,,"TXT;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50557/suppl",25503246,SRP029451,"Molly Hammell","Nov 20, 2014"
GSE51334,"DNA replication-timing boundaries separate stable chromosome domains with cell-type-specific functions","Other","Homo sapiens;Mus musculus",993,,"BAM;BED;BIGWIG;BROADPEAK;NARROWPEAK;PAIR;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51334/suppl",25409831,,"ENCODE DCC","Nov 20, 2014"
GSE51336,"Mouse regulatory DNA landscapes reveal global principles of cis-regulatory evolution","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",266,,"BAM;BED;BIGWIG;BROADPEAK;NARROWPEAK;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51336/suppl",25411453,,"ENCODE DCC","Nov 20, 2014"
GSE51443,"Identification of the cellular RNAs bound by MOV10","Expression profiling by high throughput sequencing","Homo sapiens",4,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51443/suppl",25464849,SRP031507,"Stephanie Ceman","Nov 20, 2014"
GSE52945,"Epigenomic profiling of Acute myeloid leukemia subtypes from primary tumor samples","Methylation profiling by high throughput sequencing;Other","Homo sapiens",63,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52945/suppl",25482556,SRP033463,"Ari Melnick","Nov 20, 2014"
GSE55324,"Transcriptome wide identification of Dicer binding in human and C. elegans reveals a variety of substrates (HEK PAR-CLIP)","Other;Non-coding RNA profiling by high throughput sequencing","Homo sapiens",3,,"GFF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55324/suppl",25416952,SRP038919,"Marvin Jens","Nov 20, 2014"
GSE55325,"Transcriptome wide identification of Dicer binding in human and C. elegans reveals a variety of substrates (CEL PAR-CLIP)","Other;Non-coding RNA profiling by high throughput sequencing","Caenorhabditis elegans",3,,"GFF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55325/suppl",25416952,SRP038920,"Marvin Jens","Nov 20, 2014"
GSE55326,"Transcriptome wide identification of Dicer binding in human and C. elegans reveals a variety of substrates (HEK RNA-Seq)","Expression profiling by high throughput sequencing","Homo sapiens",3,,"FPKM_TRACKING;TXT;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55326/suppl",25416952,SRP038921,"Marvin Jens","Nov 20, 2014"
GSE55329,"Transcriptome wide identification of Dicer binding in human and C. elegans reveals a variety of substrates (CEL RNA-Seq)","Expression profiling by high throughput sequencing","Caenorhabditis elegans",3,,"FPKM_TRACKING;TXT;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55329/suppl",25416952,SRP038923,"Marvin Jens","Nov 20, 2014"
GSE55331,"Transcriptome wide identification of Dicer binding in human and C. elegans reveals a variety of substrates (small RNA AGO-IP)","Other;Non-coding RNA profiling by high throughput sequencing","Homo sapiens",2,,"GFF;TSV;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55331/suppl",25416952,SRP038925,"Marvin Jens","Nov 20, 2014"
GSE55332,"Transcriptome wide identification of Dicer binding in human and C. elegans reveals a variety of substrates (CEL small RNA)","Other;Non-coding RNA profiling by high throughput sequencing","Caenorhabditis elegans",2,,"GFF;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55332/suppl",25416952,SRP038926,"Marvin Jens","Nov 20, 2014"
GSE55333,"Transcriptome wide identification of Dicer binding in human and C. elegans reveals a variety of substrates","Expression profiling by high throughput sequencing;Other;Non-coding RNA profiling by high throughput sequencing","Caenorhabditis elegans;Homo sapiens",34,,"GFF;TSV;TXT;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55333/suppl",25416952,,"Marvin Jens","Nov 20, 2014"
GSE55416,"Replication timing in Suz12 knockout ESCs","Genome variation profiling by genome tiling array","Mus musculus",2,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55416/suppl",25409831,,"Benjamin Pope","Nov 20, 2014"
GSE56040,"Dam selectivity upon glass eel migration: insights from genes expression analysis.","Expression profiling by array","Anguilla anguilla",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56040/suppl",,,"Massimo Milan","Nov 20, 2014"
GSE60828,"p63+/Krt5+ Distal Airway Stem Cells are Essential for Lung Regeneration (before and after in vitro differentiation)","Expression profiling by array","Mus musculus",12,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60828/suppl",25383540,,"Frank McKeon","Nov 20, 2014"
GSE60829,"p63+/Krt5+ Distal Airway Stem Cells are Essential for Lung Regeneration (Dtox treatment)","Expression profiling by array","Mus musculus",4,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60829/suppl",25383540,,"Frank McKeon","Nov 20, 2014"
GSE60830,"p63+/Krt5+ Distal Airway Stem Cells are Essential for Lung Regeneration (transplanted and damaged)","Expression profiling by array","Mus musculus",4,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60830/suppl",25383540,,"Frank McKeon","Nov 20, 2014"
GSE60849,"p63+/Krt5+ Distal Airway Stem Cells are Essential for Lung Regeneration","Expression profiling by array","Mus musculus",26,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60849/suppl",25383540,,"Frank McKeon","Nov 20, 2014"
GSE61091,"p63+/Krt5+ Distal Airway Stem Cells are Essential for Lung Regeneration (tracheal epithelium and alveoli)","Expression profiling by array","Mus musculus",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61091/suppl",25383540,,"Frank McKeon","Nov 20, 2014"
GSE62286,"Comparison of microRNA expression between prostate adenocarcinoma cells, DU-145 and immortalized normal cells, PWR-1E","Non-coding RNA profiling by array","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62286/suppl",25406943,,"Smrithi Rajendiran","Nov 20, 2014"
GSE62386,"In vivo activation of a conserved microRNA program induces robust mammalian heart regeneration (array)","Non-coding RNA profiling by array","Danio rerio;synthetic construct",5,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62386/suppl",25517466,,"Christopher Benner","Nov 20, 2014"
GSE62387,"In vivo activation of a conserved microRNA program induces robust mammalian heart regeneration (RNA-Seq)","Expression profiling by high throughput sequencing","Rattus norvegicus",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62387/suppl",25517466,SRP048960,"Christopher Benner","Nov 20, 2014"
GSE62416,"Transcriptome analysis in mouse late spermatocyte deficient in pachytene piRNAs (MIWI-immunoprecipitated RNAs)","Other","Mus musculus",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62416/suppl",25480952,SRP048984,"Toshiaki Watanabe","Nov 20, 2014"
GSE62537,"Expression data roots of Arabidopsis plants inoculated with Verticillium longisporum","Expression profiling by array","Arabidopsis thaliana",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62537/suppl",25640950,,"Jonas Roos","Nov 20, 2014"
GSE63093,"Single-cell transcriptome analysis of secretagogin mRNA expressing cells from the mouse hypothalamic paraventricular nucleus","Expression profiling by high throughput sequencing","Mus musculus",9,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63093/suppl",25430741,SRP049615,"Sten Linnarsson","Nov 20, 2014"
GSE63435,"A variety of Dicer substrates in human and C. elegans (CEL RNA-seq)","Expression profiling by high throughput sequencing","Caenorhabditis elegans",3,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63435/suppl",25416952,SRP050039,"Marvin Jens","Nov 20, 2014"
GSE63437,"A variety of Dicer substrates in human and C. elegans (HEK PAR-CLIP)","Non-coding RNA profiling by high throughput sequencing;Other","Homo sapiens",5,,"WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63437/suppl",25416952,SRP050041,"Marvin Jens","Nov 20, 2014"
GSE63439,"Diverse dog breeds genotyped on Affymetrix Canine v2 Arrays","SNP genotyping by SNP array","Canis lupus;Canis lupus familiaris",1239,,"CEL;CHP;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63439/suppl",22615366,,"Hyun Ji Noh","Nov 20, 2014"
GSE63443,"Murine bone marrow derived macrophages: wildtype Vs. CDK5R1 knockout","Expression profiling by array","Mus musculus",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63443/suppl",26602020,,"Yi Rang Na","Nov 20, 2014"
GSE63444,"RNA processing proteins regulate Mec1/ATR activation by promoting generation of RPA-coated ssDNA.","Expression profiling by high throughput sequencing","Saccharomyces cerevisiae",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63444/suppl",25527408,SRP050033,"Maxime Wery","Nov 20, 2014"
GSE63458,"A variety of Dicer substrates in human and C. elegans (HEK small RNA)","Non-coding RNA profiling by high throughput sequencing","Homo sapiens",5,,"WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63458/suppl",25416952,SRP050042,"Marvin Jens","Nov 20, 2014"
GSE63475,"A variety of Dicer substrates in human and C. elegans (HEK RNA-seq)","Expression profiling by high throughput sequencing","Homo sapiens",5,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63475/suppl",25416952,SRP050055,"Marvin Jens","Nov 20, 2014"
GSE63489,"Levator Ani Satellite Cells (LASCs) treated with Nonsteroidal Androgen Receptor Agonist (NARA)","Expression profiling by array","Rattus norvegicus",16,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63489/suppl",,,"James G MacKrell","Nov 20, 2014"
GSE35995,"Differential expression of microRNAs in porcine endometrium","Expression profiling by array","Sus scrofa;synthetic construct",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35995/suppl",,,"su lijie","Nov 19, 2014"
GSE38835,"Differential regulation of microRNAs in skeletal muscle from monozygotic twins discordant for type 2 diabetes","Non-coding RNA profiling by array","Homo sapiens;Human alphaherpesvirus 1;Human betaherpesvirus 5;Human gammaherpesvirus 4;Human gammaherpesvirus 8;Human immunodeficiency virus 1;Human polyomavirus 1;JC polyomavirus;Macaca mulatta polyomavirus 1;Mus musculus;Rattus norvegicus",22,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38835/suppl",25403480,,"jette bork-jensen","Nov 19, 2014"
GSE42796,"Genetic interactions between SUPPRESSOR OF GENE SILENCING3 and ABSCISIC ACID HYPERSENSITIVE1/CAP-BINDING PROTEIN80 affecting fertilization, embryogenesis, germination, flowering time, and powdery mildew resistance","Expression profiling by array","Arabidopsis thaliana",48,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42796/suppl",,,"Christopher Dale Rock","Nov 19, 2014"
GSE43149,"Single-nucleotide polymorphism array analysis reveals distinct chromosomal aberrations in breast cancer tumors according to the circulating tumor cells status","Genome variation profiling by SNP array","Homo sapiens",14,,"CEL;CNCHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43149/suppl",25286758,,"Lara Nonell","Nov 19, 2014"
GSE46516,"The permanent reduction of TIA proteins molds expression transcriptome in HeLa cells","Expression profiling by high throughput sequencing","Homo sapiens",3,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46516/suppl",25405991,SRP021918,"Juan Carlos Oliveros","Nov 19, 2014"
GSE47664,"The permanent reduction of TIA proteins molds expression transcriptome in HeLa cells.","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47664/suppl",25405991,,"Juan Carlos Oliveros","Nov 19, 2014"
GSE49644,"Gene expression profiling of NSCLC cell lines upon TGFb-induced epithelial-mesenchymal transition (EMT)","Expression profiling by array","Homo sapiens",18,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49644/suppl",25379179,,"Yuting Sun","Nov 19, 2014"
GSE51341,"Conservation of mouse-human trans-regulatory circuitry despite high cis-regulatory divergence ","Other","Homo sapiens;Mus musculus",32,,"BAM;BED;BIGWIG;BROADPEAK;NARROWPEAK;TXT;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51341/suppl",25409825,,"ENCODE DCC","Nov 19, 2014"
GSE51352,"IDH2 mutation induced histone and DNA hypermethylation is progressively reversed by small molecule inhibition","Methylation profiling by genome tiling array","Homo sapiens",36,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51352/suppl",25398940,,"Andrew Kernytsky","Nov 19, 2014"
GSE55690,"Physiological and cell morphology adaptation of Bacillus subtilis at near-zero specific growth rates: a transcriptome analysis.","Expression profiling by array","Bacillus subtilis;Bacillus subtilis subsp. subtilis str. 168",24,,"GPR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55690/suppl",25367190,,"Wout Overkamp","Nov 19, 2014"
GSE57748,"Genome-wide RNA polymerase II recruitment study during the intraerythrocytic life cycle of Plasmodium falciparum.","Expression profiling by array;Genome binding/occupancy profiling by array","Plasmodium falciparum",71,,"GPR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57748/suppl",25373614,,"Mark Stephen Featherstone","Nov 19, 2014"
GSE58339,"A Sox2 distal enhancer cluster regulates embryonic stem cell differentiation potential","Expression profiling by high throughput sequencing","Mus musculus",12,,"BEDGRAPH","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58339/suppl",25512558,SRP043053,"Jennifer Mitchell","Nov 19, 2014"
GSE59088,"Human skeletal muscle transcriptome responses to differentiated exercise","Expression profiling by array","Homo sapiens",54,,"CEL;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59088/suppl",,,"Peter Schjerling","Nov 19, 2014"
GSE60827,"RNA-Seq analysis comparing p53-null versus ΔNp63Δ/Δ;p53-null or ΔNp73Δ/Δ;p53-null thymic lymphoma tumors","Expression profiling by high throughput sequencing","Mus musculus",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60827/suppl",25409149,SRP045837,"Elsa Renee Flores","Nov 19, 2014"
GSE61581,"TDP-1, the C. elegans ortholog of TDP-43, limits the accumulation of double stranded RNA","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Caenorhabditis elegans",24,,"BED;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61581/suppl",25391662,SRP047336,"Christopher Link","Nov 19, 2014"
GSE61654,"miRNA profiling of Macaca mulatta intact duodenum samples following chronic Delta9 Tetrahydrocannabinol (Δ9-THC) treatment to SIV infected rhesus macaques","Expression profiling by RT-PCR","Homo sapiens;Macaca mulatta",44,,"XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61654/suppl",25378491,,"Mahesh Mohan","Nov 19, 2014"
GSE63387,"Gene Expression analysis comparison between control and CC214-2 resistant GBM39 xenografts","Expression profiling by array","Homo sapiens",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63387/suppl",,,"Paul Mischel","Nov 19, 2014"
GSE63408,"Transcriptomic analysis of  fungus Penicillium oxalicum and its laeA and creA deletion strains","Expression profiling by high throughput sequencing","Penicillium oxalicum",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63408/suppl",,SRP049994,"Yuqi Qin","Nov 19, 2014"
GSE63438,"Expression data from mouse kidney epithelial cells","Expression profiling by array","Mus musculus",4,,"CEL;XLS;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63438/suppl",,,"Leon zheng","Nov 19, 2014"
GSE63446,"Integrative Analysis of Transcriptomic and Epigenomic Data to Reveal Regulation Patterns for Osteoporosis Risk [miRNA]","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",10,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63446/suppl",,,"shishi min","Nov 19, 2014"
GSE63476,"Gene expression analysis of canine osteosarcoma tissue from patients with normal and increased serum alkaline phosphatase concentration","Expression profiling by array","Canis lupus familiaris",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63476/suppl",,,"Timothy Stein","Nov 19, 2014"
GSE29389,"COLO 320 (Human colorectal cancer cell line) xenograft: Control (Xenograft without rat mesenchymal stem cells (MSCs)) vs Xenograft with rat MSCs","Expression profiling by array","Homo sapiens",1,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29389/suppl",25680886,,"Satoshi Kondo","Nov 18, 2014"
GSE46290,"Large-scale downregulation of cytokeratins in amniotic epithelium after Group B Streptococcus choriodecidual infection in Macaca nemestrina: a pathway to PPROM","Expression profiling by array","Macaca mulatta;Macaca nemestrina",10,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46290/suppl",24603861,,"James William MacDonald","Nov 18, 2014"
GSE47778,"DAF-16/FoxO and EGL-27/GATA promote developmental growth in response to persistent somatic DNA damage","Expression profiling by array","Caenorhabditis elegans",51,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47778/suppl",25419847,,"Bjoern Schumacher","Nov 18, 2014"
GSE51161,"DAF-16/FoxO and EGL-27/GATA promote developmental growth in response to persistent somatic DNA damage [N2, xpa-1]","Expression profiling by array","Caenorhabditis elegans",15,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51161/suppl",25419847,,"Bjoern Schumacher","Nov 18, 2014"
GSE51162,"DAF-16/FoxO and EGL-27/GATA promote developmental growth in response to persistent somatic DNA damage [N2, daf-2, daf-16, daf-2;daf-16]","Expression profiling by array","Caenorhabditis elegans",36,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51162/suppl",25419847,,"Bjoern Schumacher","Nov 18, 2014"
GSE51634,"Prenatal stress-induced programming of genome-wide promoter DNA methylation in 5-Htt deficient mice","Methylation profiling by genome tiling array","Mus musculus",22,,"BED;BEDGRAPH;CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51634/suppl",25335169,,"Claus Juergen Scholz","Nov 18, 2014"
GSE52736,"Transcriptome of S. cerevisiae during production of D-xylonate","Expression profiling by array","Saccharomyces cerevisiae",36,,"XYS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52736/suppl",25192596,,"Merja Oja","Nov 18, 2014"
GSE55226,"Profiling of Esg genomic binding in the Drosophila midgut with DamID","Genome binding/occupancy profiling by genome tiling array","Drosophila melanogaster",3,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55226/suppl",25433031,,"Tony David Southall","Nov 18, 2014"
GSE57144,"Development of lncRNA and Mrna expression signatures for pancreatic ductal adenocarcinoma","Expression profiling by array","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57144/suppl",25314054,,"yong wei sun","Nov 18, 2014"
GSE57433,"Human Nonsense-Mediated RNA Decay Initiates Widely by Endonucleolysis and Targets snoRNA Host Genes","Expression profiling by high throughput sequencing","Homo sapiens",9,,"BW;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57433/suppl",25403180,SRP041788,"Yun Chen","Nov 18, 2014"
GSE57492,"Identification of novel metastases-suppressor genes involved in lung cancer brain metastases formation.","Expression profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57492/suppl",25353388,,"Dirk Kemming","Nov 18, 2014"
GSE59840,"Dissecting non-coding and pathogen RNA-protein interactomes","Non-coding RNA profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",2,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59840/suppl",25411354,SRP044951,"Ryan Alexander Flynn","Nov 18, 2014"
GSE61691,"MNKs act as a regulatory switch for eIF4E1 and eIF4E3 driven mRNA translation in DLBCL","Expression profiling by array","Homo sapiens",18,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61691/suppl",25403230,,"Kevin G Becker","Nov 18, 2014"
GSE63327,"Expression data from Regulatory T Cells either exposed to normal salt media or high salt media (+40mM NaCl)","Expression profiling by array","Homo sapiens",4,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63327/suppl",,,"Mitja Mitrovic","Nov 18, 2014"
GSE63328,"The sRNA SorY confers resistance during photooxidative stress by affecting a metabolite transporter in Rhodobacter sphaeroides","Expression profiling by array","Rhodobacter sphaeroides 2.4.1",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63328/suppl",25833751,,"Gabriele Klug","Nov 18, 2014"
GSE63333,"Genome-wide binding patterns of group B Sox proteins in four Drosophila species","Genome binding/occupancy profiling by high throughput sequencing","Drosophila melanogaster;Drosophila pseudoobscura;Drosophila simulans;Drosophila yakuba",30,,"BED;BEDGRAPH","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63333/suppl",25887553,SRP049939,"Sarah Carl","Nov 18, 2014"
