Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE77328,"OmoMYC blunts promoter invasion by oncogenic MYC to inhibit gene expression characteristic of MYC-dependent tumors","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens;Mus musculus",44,,"TXT;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77328/suppl",27748763,SRP068991,"Susanne Walz","Oct 18, 2016"
GSE79567,"Nucleosome fragility is associated with future transcriptional response to developmental cues and stress in C. elegans","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Caenorhabditis elegans",24,,"BED;BW;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79567/suppl",27979995,SRP072274,"Tess Jeffers","Oct 18, 2016"
GSE80086,"ChIP-seq analyses of H3K27me3 and H3K4me3 in JMJD3c-hESCs","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80086/suppl",27802135,SRP073066,"Tomohiko Akiyama","Oct 18, 2016"
GSE80106,"RNA-seq analyses of JMJD3c-MYOD1-induced myogenic cells and human skeletal myotubes","Expression profiling by high throughput sequencing","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80106/suppl",27802135,SRP073065,"Tomohiko Akiyama","Oct 18, 2016"
GSE81468,"Association of dysfunctional synapse defective 1 (SYDE1) with restricted fetal growth – SYDE1 regulates placental cell migration and invasion","Expression profiling by array","Mus musculus",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81468/suppl",,,"Yun-Shien Lee","Oct 18, 2016"
GSE81913,"Macrophage Epithelial Reprogramming Underlies Mycobacterial Granuloma Formation and Promotes Infection","Expression profiling by high throughput sequencing","Danio rerio",12,,"FPKM_TRACKING;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81913/suppl",27760340,SRP075626,"David Tobin","Oct 18, 2016"
GSE82241,"A herpesvirus protein selectively inhibits cellular mRNA nuclear export","Other","Homo sapiens",24,,"XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82241/suppl",27832591,SRP076107,"Danyang Gong","Oct 18, 2016"
GSE83463,"Chromatin profiling of Drosophila CNS subpopulations identifies active transcriptional enhancers","Genome binding/occupancy profiling by high throughput sequencing","Drosophila melanogaster",5,,"BED;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83463/suppl",27802137,SRP076698,"Daniel J McKay","Oct 18, 2016"
GSE85433,"Transcriptomic Analysis of Instinctive and Learned Reward-Related Behaviors in Honey Bees","Expression profiling by high throughput sequencing","Apis mellifera",48,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85433/suppl",27852762,SRP081226,"Amy Cash","Oct 18, 2016"
GSE86817,"Nono, a novel bivalent domain factor, regulates Erk signaling and mouse embryonic stem cell pluripotency [RNA-Seq]","Expression profiling by high throughput sequencing","Mus musculus",6,,"FPKM_TRACKING","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86817/suppl",,SRP089693,"Li Wenjing","Oct 18, 2016"
GSE86818,"Nono, a novel bivalent domain factor, regulates Erk signaling and mouse embryonic stem cell pluripotency","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",17,,"BED;BEDGRAPH;FPKM_TRACKING","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86818/suppl",,,"Li Wenjing","Oct 18, 2016"
GSE87300,"Human intervention study to assess the effects of supplementation with olive leaf extract on peripheral blood mononuclear cell gene expression","Expression profiling by array","Homo sapiens",58,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87300/suppl",,,"Anna Boss","Oct 18, 2016"
GSE87409,"Identification of ParB binding sites in vivo in Pseudomonas aeruginosa","Genome binding/occupancy profiling by high throughput sequencing","Pseudomonas aeruginosa",10,,"FA;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87409/suppl",27820816,SRP090557,"isabelle Vallet-Gely","Oct 18, 2016"
GSE88796,"TRANSCRIPTIONAL PROFILING OF EGG ALLERGY AND RELATIONSHIP TO DISEASE PHENOTYPE","Expression profiling by array","Homo sapiens",132,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88796/suppl",27788149,,"Roman Kosoy","Oct 18, 2016"
GSE88800,"Gene expression analysis in the kidney following disseminated candididiasis","Expression profiling by array","Mus musculus",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88800/suppl",27814401,,"Partha Sarathi Biswas","Oct 18, 2016"
GSE88801,"Primary macrophages and J774 cells respond differently to infection with Mycobacterium tuberculosis","Expression profiling by high throughput sequencing","Mus musculus",36,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88801/suppl",28176867,SRP091644,"Nuria Andreu","Oct 18, 2016"
GSE88802,"Novel metastatic models of human esophageal adenocarcinoma highlight the importance of E-cadherin in cancer metastasis","Expression profiling by high throughput sequencing","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88802/suppl",,SRP091645,"Sanne Hoefnagel","Oct 18, 2016"
GSE88806,"Gene expression profiles for human bone marrow-mesenchymal stromal cells (hBM-MSCs)","Expression profiling by array","Homo sapiens",10,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88806/suppl",,,"Jung Min Kim","Oct 18, 2016"
GSE88809,"Data of gene expressions induced by the interaction between Kupffer cells and cancer cells dependently on Dectin-2","Expression profiling by array","Mus musculus",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88809/suppl",27872290,,"Yoshitaka Kimura","Oct 18, 2016"
GSE88810,"Genome-wide analysis of the therapeutic effect of VND3207 on irradiation-induced intestinal injury","Expression profiling by array","Mus musculus",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88810/suppl",,,"Ming Li","Oct 18, 2016"
GSE88812,"Gene expression data of trial drug Dehydroabietylamine derivative-2 (DAAD-2) for Sensitive (HEP3B) and resistant (SNU449) hepatocellular carcinoma (HCC) cell lines with controls","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88812/suppl",27842576,,"Muhammad Ayaz Mustufa","Oct 18, 2016"
GSE88816,"Genome-wide ChIP-chip Rad50 in early S-phase in the presence of hydroxyurea","Genome binding/occupancy profiling by genome tiling array","Saccharomyces cerevisiae",2,,"BAR;CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88816/suppl",27889450,,"Jérôme Poli","Oct 18, 2016"
GSE88821,"Methylation dataset of multi regional colorectal carcinoma.","Methylation profiling by genome tiling array","Homo sapiens",75,,,,,,"RYUTARO UCHI","Oct 18, 2016"
GSE88822,"Expression data from MDA-MB-231 cells treated with dinaciclib","Expression profiling by array","Homo sapiens",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88822/suppl",,,"Shawn Johnson","Oct 18, 2016"
GSE88838,"Effect of serum extracellular vesicle depletion protocols on miRNA expression of cultured cells","Expression profiling by RT-PCR","Homo sapiens",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88838/suppl",28566772,,"Kenneth W Witwer","Oct 18, 2016"
GSE88844,"Transplant tissue specfic exosome platform for noninvasive monitoring of immunologic rejection [mRNA]","Expression profiling by array","Homo sapiens",2,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88844/suppl",,,"Prashanth Vallabhajosyula","Oct 18, 2016"
GSE88845,"Transplant tissue specfic exosome platform for noninvasive monitoring of immunologic rejection [miRNA]","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",3,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88845/suppl",,,"Prashanth Vallabhajosyula","Oct 18, 2016"
GSE88846,"Transplant tissue specfic exosome platform for noninvasive monitoring of immunologic rejection","Expression profiling by array;Non-coding RNA profiling by array","Homo sapiens;synthetic construct",5,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88846/suppl",,,"Prashanth Vallabhajosyula","Oct 18, 2016"
GSE88851,"Microarray expression profile from YAP1 knockdown in DDX3-overexpressing colorectal cancer cells","Expression profiling by array","Homo sapiens",3,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88851/suppl",,,"Huei Lee","Oct 18, 2016"
GSE70020,"Expression profiles of innate and Th2 lymphocytes   ","Expression profiling by high throughput sequencing","Mus musculus",11,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70020/suppl",27749840,SRP059669,"Jesse Nussbaum","Oct 17, 2016"
GSE70080,"circulating miRNA in serum","Other","Homo sapiens",71,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70080/suppl",,,"Ann Rita Halvorsen","Oct 17, 2016"
GSE71973,"Pif1-family helicases cooperate to suppress widespread replication fork arrest at tRNA genes","Other","Saccharomyces cerevisiae",41,,"SGR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71973/suppl",27991904,SRP062301,"Duncan Smith","Oct 17, 2016"
GSE77715,"Dissecting the Effect of Genetic Variation on the Hepatic Expression of Drug Disposition Genes across the Collaborative Cross Mouse Strains","Expression profiling by high throughput sequencing","Mus musculus",55,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77715/suppl",27761138,SRP069801,"Irit Gat-Viks","Oct 17, 2016"
GSE79703,"A tissue checkpoint regulates type 2 immunity","Other","Mus musculus",15,,"NARROWPEAK","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79703/suppl",27749840,SRP072922,"Rachel Gate","Oct 17, 2016"
GSE79729,"RNA-seq analysis of in vivo- and in vitro-produced mouse oocytes","Expression profiling by high throughput sequencing","Mus musculus",23,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79729/suppl",27750280,SRP072570,"Nobuhiko Hamazaki","Oct 17, 2016"
GSE80246,"Expression data from BPH resistant and susceptible rice varieties","Expression profiling by array","Oryza sativa",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80246/suppl",27791169,,"Rongzhi Chen","Oct 17, 2016"
GSE81074,"Differentiation of human embryonic stem cells to HOXA+ hemogenic vasculature that resembles the aorta-gonad-mesonephros","Expression profiling by high throughput sequencing","Homo sapiens",26,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81074/suppl",27748754,SRP074298,"Belinda Phipson","Oct 17, 2016"
GSE81080,"Differentiation of human embryonic stem cells to HOXA+ hemogenic vasculature that resembles the aorta-gonad-mesonephros","Expression profiling by high throughput sequencing","Homo sapiens",9,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81080/suppl",27748754,SRP074360,"Belinda Phipson","Oct 17, 2016"
GSE81102,"Differentiation of human embryonic stem cells to HOXA+ hemogenic vasculature that resembles the aorta-gonad-mesonephros","Expression profiling by high throughput sequencing","Homo sapiens",35,,,,27748754,,"Belinda Phipson","Oct 17, 2016"
GSE81287,"Small-RNA transcriptome sequencing of individual cells","Non-coding RNA profiling by high throughput sequencing","Homo sapiens;synthetic construct",539,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81287/suppl",27798564,SRP074776,"Ilgar Abdullayev","Oct 17, 2016"
GSE81698,"Epigenetic targeting of immunocheckpoint PD-L1 by BET bromodomain inhibition","Expression profiling by high throughput sequencing","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81698/suppl",27626654,SRP075484,"Priyankara J Wickramasinghe","Oct 17, 2016"
GSE82094,"Gene expression profiling reveals aryl hydrocarbon receptor as a possible target for photobiomodulation when using blue light","Expression profiling by array","Homo sapiens",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82094/suppl",27669902,,"Carsten Sticht","Oct 17, 2016"
GSE82176,"Human liver HELP-tagging cytosine methylation data corresponding to uninfected non-malignant, HCV+ non-malignant, and HCV+ HCC tissue","Methylation profiling by high throughput sequencing","Homo sapiens",30,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82176/suppl",27721404,SRP076033,"Neil Ari Wijetunga","Oct 17, 2016"
GSE82177,"Human liver RNA-seq data corresponding to uninfected non-malignant, HCV infected non-malignant, and HCV+ HCC tissue","Expression profiling by high throughput sequencing","Homo sapiens",27,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82177/suppl",27721404,SRP076032,"Neil Ari Wijetunga","Oct 17, 2016"
GSE82178,"Human liver RNA-seq and HELP-tagging data corresponding to uninfected non-malignant, HCV+ non-malignant, and HCV+ HCC tissue","Expression profiling by array;Methylation profiling by high throughput sequencing","Homo sapiens",57,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82178/suppl",27721404,,"Neil Ari Wijetunga","Oct 17, 2016"
GSE84697,"Tumor immune microenvironment characterization in clear cell renal cell carcinoma identifies prognostic and immunotherapeutically relevant mRNA signatures","Expression profiling by high throughput sequencing","Homo sapiens",15,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84697/suppl",27855702,SRP079226,"Jeffrey Zhao","Oct 17, 2016"
GSE87332,"In vivo gene expression profiling of mouse tumor progenitor cells with differences in EGFRvIII activation","Expression profiling by array","Mus musculus",12,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87332/suppl",27738329,,"Joanna Phillips","Oct 17, 2016"
