"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"50","translation factor activity, RNA binding (GO:0008135)","2/1210",0.229036076272976,0.238356963881588,0.201314552438867,0.213157845798826,-3.4337115196764,5.06086413971849,"SAMHD1;IFIT1"
"51","rRNA binding (GO:0019843)","2/1205",0.227624927040501,0.238356963881588,0.199997672524473,0.213157845798826,-3.41929936550396,5.06075475185842,"SAMHD1;IFIT1"
"52","siRNA binding (GO:0035197)","2/1203",0.227060739078703,0.238356963881588,0.199471409759596,0.213157845798826,-3.41285788889571,5.05969056781969,"SAMHD1;IFIT1"
"53","single-stranded RNA binding (GO:0003727)","2/1216",0.230730708076137,0.238356963881588,0.202897088980153,0.213157845798826,-3.43886759140245,5.04311312777536,"SAMHD1;IFIT1"
"54","tRNA binding (GO:0000049)","2/1219",0.23157852401975,0.238356963881588,0.203689279049793,0.213157845798826,-3.42927419344948,5.01646665740323,"SAMHD1;IFIT1"
"55","double-stranded RNA binding (GO:0003725)","2/1223",0.232709451873811,0.238356963881588,0.204746477670619,0.213157845798826,-3.40118844488669,4.9588123207065,"SAMHD1;IFIT1"
"56","mRNA binding (GO:0003729)","2/1230",0.234689933668025,0.238356963881588,0.20659914285117,0.213157845798826,-3.41019855941349,4.94304893923252,"SAMHD1;IFIT1"
"57","RNA polymerase II transcription corepressor activity (GO:0001106)","1/225",0.15613787950495,0.238356963881588,0.146597360267939,0.213157845798826,-2.6122801774205,4.85104561342092,"SP100"
"58","transcription coactivator activity (GO:0003713)","1/224",0.155497328329132,0.238356963881588,0.145991742012247,0.213157845798826,-2.56667298920215,4.77690370396865,"SP100"
"59","chromo shadow domain binding (GO:0070087)","1/6",0.00449213142930971,0.0792996978100892,0.00484476051077301,0.0774283776925141,-0.859381138442861,4.64532285466558,"SP100"
"60","zinc ion binding (GO:0008270)","1/280",0.190678021645929,0.238356963881588,0.179344545286898,0.213157845798826,-2.75563686607774,4.5665560557371,"SAMHD1"
"61","ligand-dependent nuclear receptor transcription coactivator activity (GO:0030374)","1/252",0.173262315972582,0.238356963881588,0.162810499336736,0.213157845798826,-2.58487784985088,4.53115789323112,"SP100"
"62","4 iron, 4 sulfur cluster binding (GO:0051539)","1/9",0.00673112769902211,0.0792996978100892,0.00691491934784419,0.0774283776925141,-0.901451139356325,4.5081684939076,"RSAD2"
"63","RNA polymerase II transcription coactivator activity (GO:0001105)","1/260",0.178273591602694,0.238356963881588,0.167563387649724,0.213157845798826,-2.57670134949044,4.44335625198918,"SP100"
"64","protein kinase binding (GO:0019901)","1/352",0.233901804654842,0.238356963881588,0.220581372338877,0.224027956281672,-2.59186176423851,3.76559644632015,"SP100"
"65","protein homodimerization activity (GO:0042803)","1/582",0.357979131484738,0.357979131484738,0.34064136479069,0.34064136479069,-2.94260832850074,3.02288440872561,"SP100"
